,0,1,2,3,4,5,6,7,8
0,0.5521421510138536,0.424505755458853,0.35443172143455093,0.7248218049559592,0.5847302978384535,0.3618031527221154,0.4901816115216312,0.6662537054454043,0.5558715905847142
1,0.5388656249286612,0.3766031471566082,0.2512903984764746,0.485173878121864,0.4176149907809549,0.30139236658683954,0.4798105470453069,0.5021535339683997,0.6522257882672834
2,0.5442624524775075,0.7004091566505115,0.30198455414218367,0.552049669232267,0.6559956376168465,0.2817473614128392,0.6061429538141039,0.46675582955429445,0.40773168426590933
3,0.6885324900378228,0.6123561307999585,0.2483109181812349,0.40305832596785235,0.4768008571739649,0.3591548830965887,0.32269216441445686,0.5988567852082306,0.315164907349889
4,0.7136460935314496,0.6893332583958809,0.20636608738063494,0.7669617930251108,0.46608061269820444,0.2268495110982165,0.31569422861586494,0.5007007274564229,0.6664986823709141
5,0.3634153015057718,0.4255872075804344,0.2214575872316739,0.47395807398799267,0.6499886711799834,0.2467784443109,0.729421422483589,0.5270600876524012,0.3715584180200502
6,0.5705633068260734,0.6910397617527224,0.346110017374746,0.46662871796934113,0.6001556286024048,0.49053476919856887,0.46742758681844,0.29076307286626835,0.4597211753606454
7,0.6137084585148459,0.5713826144342924,0.3724347147894365,0.7040016696297124,0.580265879359538,0.16438705482547444,0.376431647276352,0.5103326269629511,0.4136439128415652
8,0.56784739575385,0.6443902897709468,0.48803072849338675,0.4631944423262116,0.5439245420301037,0.5947311635261775,0.6043401229723192,0.6811374598389598,0.7144039419211917
9,0.5792768089919476,0.5509593839246745,0.16217923319088157,0.47807903883686825,0.6538314964099421,0.36079682671471236,0.4361516975704749,0.3663960165812354,0.5465469256321954
10,0.5447395494045202,0.44948223260344916,0.6026991801789076,0.30003468009976414,0.562742269574317,0.43081975381410753,0.5249419561134975,0.5078361106567157,0.8741068894983474
11,0.5757196286603256,0.7107888165872185,0.4482824505454886,0.47937334091179956,0.6453151368621768,0.5120053137828255,0.6318869105462234,0.4006945797622017,0.5672777551236107
12,0.3169346126907319,0.2837110497965426,0.28611848594542455,0.6458940510407724,0.558323149235161,0.6288568694980405,0.5165831825389651,0.7392623814972276,0.6410174822295989
13,0.3011482256362319,0.5128461861634306,0.1528444322352766,0.8145960384926051,0.5808645200442298,0.1925927627041054,0.28745522186754857,0.516161638027138,0.6760362836672649
14,0.3970017431940496,0.39376977698590304,0.9279429949195918,0.59037856527847,0.5714659893083406,0.5297382728312523,0.49486677433911097,0.4622267368622225,0.5515551395742369
15,0.6092167604170778,0.6798690943503796,0.5317491787340177,0.521954682962161,0.4308573328429347,0.29600257027091603,0.5690109093203571,0.5601372780582261,0.573949930783875
16,0.49988545334439244,0.584659552665397,0.36173734037259764,0.4801416513918603,0.39098693992796085,0.20189465689146868,0.36105764889517167,0.22442340169805183,0.5119281370139919
